drug_id,drug_name,category,form,strength,ndc,lot_number,manufacturer,location,quantity,daily_usage,reorder_point,reorder_quantity,cost_per_unit,total_value,expiration_date,expiry_ns,days_until_expiry,days_of_supply,below_reorder,expired
RX02502,Potassium Chloride 100mg,Electrolyte,Patch,1000mg,68849-734-52,LOT469559,Johnson & Johnson,Pediatrics Satellite,1133,116,1624,1624,0.53,600.49,2026-04-30,1777568211018893236,6,9,True,False
RX02503,Sodium Bicarbonate 100mg,Electrolyte,Inhaler,5mg/mL,11275-708-14,LOT667114,Merck,Pharmacy Main,406,22,110,308,0.91,369.46,2026-10-06,1791305811018893236,165,18,False,False
RX02504,Magnesium Sulfate 100mg,Electrolyte,Suspension,10mg/mL,50563-848-13,LOT798438,AbbVie,ICU Satellite,2658,241,964,3374,1.09,2897.22,2026-04-22,1776877011018893236,-2,11,False,True
RX02505,Normal Saline 0.9% 100mg,IV Fluid,Tablet,40mg,70646-897-74,LOT506742,Bristol-Myers Squibb,ER Satellite,478,155,620,2170,4.99,2385.22,2026-06-03,1780505811018893236,40,3,True,False
RX02506,Lactated Ringer's 100mg,IV Fluid,Capsule,80mg,68351-798-59,LOT156605,Novartis,OR Satellite,39,26,130,364,5.03,196.17,2027-02-09,1802192211018893236,291,1,True,False
RX02507,Dextrose 5% 100mg,IV Fluid,Injection,200mg,91393-479-39,LOT430434,Roche,Oncology Satellite,688,177,2301,2478,2.77,1905.76,2026-04-03,1775235411018893236,-21,3,True,True
RX02508,Albumin 25% 100mg,IV Fluid,Oral Solution,400mg,20838-782-27,LOT291093,Sanofi,Pediatrics Satellite,681,211,2743,2954,399.43,272011.83,2026-09-07,1788800211018893236,136,3,True,False
RX02509,Aspirin 100mg,Analgesic,IV Bag,25mg,11386-261-63,LOT896442,GlaxoSmithKline,Pharmacy Main,2317,114,912,1596,0.29,671.93,2028-08-18,1850230611018893236,847,20,False,False
RX02510,Naproxen 100mg,Analgesic,Patch,50mg,33998-999-54,LOT936708,AstraZeneca,ICU Satellite,161,209,1672,2926,0.36,57.96,2026-07-01,1782925011018893236,68,0,True,False
RX02511,Celecoxib 100mg,Analgesic,Inhaler,100mg,54536-132-66,LOT396243,Eli Lilly,ER Satellite,2126,169,1690,2366,3.62,7696.12,2027-12-18,1829149011018893236,603,12,False,False
RX02512,Amoxicillin 250mg,Antibiotic,Suspension,250mg,26926-574-86,LOT677497,Amgen,OR Satellite,51,13,130,182,0.6,30.6,2028-02-29,1835456211018893236,676,3,True,False
RX02513,Azithromycin 250mg,Antibiotic,Tablet,500mg,40225-782-18,LOT150483,Gilead Sciences,Oncology Satellite,302,14,182,196,3.5,1057.0,2027-03-19,1805475411018893236,329,21,False,False
RX02514,Ciprofloxacin 250mg,Antibiotic,Capsule,1000mg,49854-891-11,LOT313137,Baxter,Pediatrics Satellite,36,4,52,56,1.26,45.36,2027-12-06,1828112211018893236,591,9,True,False
RX02515,Doxycycline 250mg,Antibiotic,Injection,5mg/mL,14119-999-37,LOT549218,Fresenius Kabi,Pharmacy Main,970,178,534,2492,0.76,737.2,2026-12-19,1797699411018893236,239,5,False,False
RX02516,Vancomycin 250mg,Antibiotic,Oral Solution,10mg/mL,19438-655-48,LOT757311,Hospira,ICU Satellite,313,13,182,182,18.52,5796.76,2028-04-26,1840381011018893236,733,24,False,False
RX02517,Meropenem 250mg,Antibiotic,IV Bag,40mg,90818-278-79,LOT476621,Mylan,ER Satellite,453,159,2067,2226,72.23,32720.19,2027-02-17,1802883411018893236,299,2,True,False
RX02518,Piperacillin-Tazobactam 250mg,Antibiotic,Patch,80mg,15990-470-59,LOT174094,Teva,OR Satellite,765,90,1170,1260,28.34,21680.1,2027-10-11,1823273811018893236,535,8,True,False
RX02519,Metronidazole 250mg,Antibiotic,Inhaler,200mg,11710-759-12,LOT517106,Sandoz,Oncology Satellite,26,10,100,140,2.84,73.84,2027-10-14,1823533011018893236,538,2,True,False
RX02520,Clindamycin 250mg,Antibiotic,Suspension,400mg,67571-588-43,LOT146230,Hikma,Pediatrics Satellite,481,148,592,2072,4.01,1928.81,2027-09-20,1821459411018893236,514,3,True,False
RX02521,Trimethoprim-Sulfamethoxazole 250mg,Antibiotic,Tablet,25mg,26424-833-37,LOT794379,Pfizer,Pharmacy Main,1961,201,2211,2814,1.47,2882.67,2026-12-08,1796749011018893236,228,9,True,False
RX02522,Metformin 250mg,Antidiabetic,Capsule,50mg,59147-982-38,LOT121507,Johnson & Johnson,ICU Satellite,1737,51,357,714,0.49,851.13,2027-01-18,1800291411018893236,269,34,False,False
RX02523,Insulin Glargine 250mg,Antidiabetic,Injection,100mg,30601-442-51,LOT108440,Merck,ER Satellite,31,2,20,28,97.08,3009.48,2027-03-31,1806512211018893236,341,15,False,False
RX02524,Insulin Lispro 250mg,Antidiabetic,Oral Solution,250mg,74648-317-58,LOT428312,AbbVie,OR Satellite,648,57,456,798,22.97,14884.56,2028-07-05,1846429011018893236,803,11,False,False
RX02525,Glipizide 250mg,Antidiabetic,IV Bag,500mg,80416-360-33,LOT710389,Bristol-Myers Squibb,Oncology Satellite,400,67,335,938,0.22,88.0,2026-12-27,1798390611018893236,247,5,False,False
RX02526,Sitagliptin 250mg,Antidiabetic,Patch,1000mg,29588-324-38,LOT422662,Novartis,Pediatrics Satellite,191,17,221,238,26.97,5151.27,2027-10-17,1823792211018893236,541,11,True,False
RX02527,Empagliflozin 250mg,Antidiabetic,Inhaler,5mg/mL,84883-140-92,LOT542242,Roche,Pharmacy Main,71,86,258,1204,41.92,2976.32,2028-04-02,1838307411018893236,709,0,True,False
RX02528,Lisinopril 250mg,Antihypertensive,Suspension,10mg/mL,80911-669-62,LOT635231,Sanofi,ICU Satellite,729,216,1296,3024,0.4,291.6,2026-03-15,1773593811018893236,-40,3,True,True
RX02529,Amlodipine 250mg,Antihypertensive,Tablet,40mg,21584-493-60,LOT565643,GlaxoSmithKline,ER Satellite,28,66,330,924,0.82,22.96,2028-09-02,1851526611018893236,862,0,True,False
RX02530,Losartan 250mg,Antihypertensive,Capsule,80mg,53845-567-52,LOT890874,AstraZeneca,OR Satellite,631,58,174,812,1.09,687.79,2026-12-23,1798045011018893236,243,10,False,False
RX02531,Metoprolol 250mg,Antihypertensive,Injection,200mg,34388-189-31,LOT722245,Eli Lilly,Oncology Satellite,7391,226,1808,3164,0.42,3104.22,2028-08-03,1848934611018893236,832,32,False,False
RX02532,Carvedilol 250mg,Antihypertensive,Oral Solution,400mg,16085-336-40,LOT539437,Amgen,Pediatrics Satellite,6316,190,1710,2660,0.38,2400.08,2027-01-23,1800723411018893236,274,33,False,False
RX02533,Hydralazine 250mg,Antihypertensive,IV Bag,25mg,56363-633-33,LOT181513,Gilead Sciences,Pharmacy Main,34,173,2422,2422,1.02,34.68,2026-08-01,1785603411018893236,99,0,True,False
RX02534,Atorvastatin 250mg,Lipid-lowering,Patch,50mg,10143-555-24,LOT195246,Baxter,ICU Satellite,1897,67,201,938,0.63,1195.11,2028-02-19,1834592211018893236,666,28,False,False
RX02535,Rosuvastatin 250mg,Lipid-lowering,Inhaler,100mg,10802-285-34,LOT552407,Fresenius Kabi,ER Satellite,1327,207,1242,2898,1.16,1539.32,2028-03-09,1836233811018893236,685,6,False,False
RX02536,Simvastatin 250mg,Lipid-lowering,Suspension,250mg,96540-275-18,LOT469698,Hospira,OR Satellite,405,181,2353,2534,0.51,206.55,2028-06-01,1843491411018893236,769,2,True,False
RX02537,Omeprazole 250mg,GI,Tablet,500mg,10560-802-56,LOT693015,Mylan,Oncology Satellite,2039,234,2574,3276,0.92,1875.88,2027-10-17,1823792211018893236,541,8,True,False
RX02538,Pantoprazole 250mg,GI,Capsule,1000mg,80193-480-52,LOT676966,Teva,Pediatrics Satellite,108,26,104,364,0.59,63.72,2027-08-07,1817657811018893236,470,4,False,False
RX02539,Ondansetron 250mg,GI,Injection,5mg/mL,71662-271-98,LOT198772,Sandoz,Pharmacy Main,640,142,1704,1988,2.12,1356.8,2028-04-15,1839430611018893236,722,4,True,False
RX02540,Metoclopramide 250mg,GI,Oral Solution,10mg/mL,54521-342-71,LOT660965,Hikma,ICU Satellite,2116,99,297,1386,0.22,465.52,2028-03-04,1835801811018893236,680,21,False,False
RX02541,Famotidine 250mg,GI,IV Bag,40mg,59209-723-29,LOT633222,Pfizer,ER Satellite,7029,197,1182,2758,1.19,8364.51,2026-05-17,1779037011018893236,23,35,False,False
RX02542,Morphine 250mg,Analgesic,Patch,80mg,53476-418-16,LOT789288,Johnson & Johnson,OR Satellite,7857,234,1170,3276,4.56,35827.92,2028-06-09,1844182611018893236,777,33,False,False
RX02543,Oxycodone 250mg,Analgesic,Inhaler,200mg,31300-101-16,LOT286260,Merck,Oncology Satellite,141,26,130,364,4.72,665.52,2028-03-18,1837011411018893236,694,5,False,False
RX02544,Hydrocodone 250mg,Analgesic,Suspension,400mg,39968-238-94,LOT263040,AbbVie,Pediatrics Satellite,1206,143,1573,2002,3.35,4040.1,2026-07-18,1784393811018893236,85,8,True,False
RX02545,Tramadol 250mg,Analgesic,Tablet,25mg,46537-770-37,LOT866658,Bristol-Myers Squibb,Pharmacy Main,45,17,119,238,1.91,85.95,2026-12-20,1797785811018893236,240,2,True,False
RX02546,Fentanyl 250mg,Analgesic,Capsule,50mg,57173-691-87,LOT845055,Novartis,ICU Satellite,224,35,140,490,29.35,6574.4,2027-05-15,1810400211018893236,386,6,False,False
RX02547,Ketorolac 250mg,Analgesic,Injection,100mg,26722-136-91,LOT317954,Roche,ER Satellite,32,52,728,728,3.07,98.24,2027-12-12,1828630611018893236,597,0,True,False
RX02548,Ibuprofen 250mg,Analgesic,Oral Solution,250mg,67528-609-55,LOT991799,Sanofi,OR Satellite,76,14,84,196,0.11,8.36,2028-07-29,1848502611018893236,827,5,True,False
RX02549,Acetaminophen 250mg,Analgesic,IV Bag,500mg,15430-895-26,LOT627788,GlaxoSmithKline,Oncology Satellite,422,240,1440,3360,0.3,126.6,2027-03-26,1806080211018893236,336,1,True,False
RX02550,Naloxone 250mg,Emergency,Patch,1000mg,35826-102-97,LOT964947,AstraZeneca,Pediatrics Satellite,343,25,75,350,52.95,18161.85,2027-04-30,1809104211018893236,371,13,False,False
RX02551,Epinephrine 250mg,Emergency,Inhaler,5mg/mL,67667-567-68,LOT473145,Eli Lilly,Pharmacy Main,366,16,192,224,75.77,27731.82,2026-11-01,1793552211018893236,191,22,False,False
RX02552,Atropine 250mg,Emergency,Suspension,10mg/mL,19311-800-12,LOT783421,Amgen,ICU Satellite,786,103,1236,1442,9.48,7451.28,2027-09-11,1820681811018893236,505,7,True,False
RX02553,Adenosine 250mg,Emergency,Tablet,40mg,99887-860-19,LOT592491,Gilead Sciences,ER Satellite,183,43,387,602,40.92,7488.36,2028-02-07,1833555411018893236,654,4,True,False
RX02554,Amiodarone 250mg,Cardiac,Capsule,80mg,79584-323-25,LOT923298,Baxter,OR Satellite,167,78,390,1092,31.97,5338.99,2027-10-27,1824656211018893236,551,2,True,False
RX02555,Digoxin 250mg,Cardiac,Injection,200mg,18766-734-59,LOT510918,Fresenius Kabi,Oncology Satellite,63,9,126,126,4.2,264.6,2027-09-15,1821027411018893236,509,7,True,False
RX02556,Furosemide 250mg,Cardiac,Oral Solution,400mg,11833-613-17,LOT484714,Hospira,Pediatrics Satellite,83,43,258,602,0.56,46.48,2026-07-09,1783616211018893236,76,1,True,False
RX02557,Warfarin 250mg,Anticoagulant,IV Bag,25mg,61544-571-15,LOT501777,Mylan,Pharmacy Main,3624,105,840,1470,0.71,2573.04,2028-07-18,1847552211018893236,816,34,False,False
RX02558,Heparin 250mg,Anticoagulant,Patch,50mg,61605-470-56,LOT163380,Teva,ICU Satellite,313,61,244,854,8.66,2710.58,2027-10-15,1823619411018893236,539,5,False,False
RX02559,Enoxaparin 250mg,Anticoagulant,Inhaler,100mg,67799-541-60,LOT305884,Sandoz,ER Satellite,1175,79,553,1106,28.99,34063.25,2027-01-11,1799686611018893236,262,14,False,False
RX02560,Clopidogrel 250mg,Anticoagulant,Suspension,250mg,64635-452-11,LOT416985,Hikma,OR Satellite,2476,177,1062,2478,1.97,4877.72,2028-03-13,1836579411018893236,689,13,False,False
RX02561,Apixaban 250mg,Anticoagulant,Tablet,500mg,32143-494-27,LOT554914,Pfizer,Oncology Satellite,3087,167,835,2338,16.64,51367.68,2027-06-17,1813251411018893236,419,18,False,False
RX02562,Levothyroxine 250mg,Hormone,Capsule,1000mg,63862-781-27,LOT969005,Johnson & Johnson,Pediatrics Satellite,362,227,1589,3178,0.38,137.56,2026-08-07,1786121811018893236,105,1,True,False
RX02563,Prednisone 250mg,Steroid,Injection,5mg/mL,29831-203-96,LOT639688,Merck,Pharmacy Main,4544,191,2674,2674,0.3,1363.2,2027-02-01,1801501011018893236,283,23,False,False
RX02564,Methylprednisolone 250mg,Steroid,Oral Solution,10mg/mL,87872-803-89,LOT202850,AbbVie,ICU Satellite,5212,219,657,3066,9.22,48054.64,2027-09-07,1820336211018893236,501,23,False,False
RX02565,Dexamethasone 250mg,Steroid,IV Bag,40mg,50781-940-20,LOT789978,Bristol-Myers Squibb,ER Satellite,7621,191,1719,2674,3.38,25758.98,2026-08-08,1786208211018893236,106,39,False,False
RX02566,Albuterol 250mg,Pulmonary,Patch,80mg,83361-446-40,LOT240486,Novartis,OR Satellite,5592,155,1395,2170,1.95,10904.4,2026-12-04,1796403411018893236,224,36,False,False
RX02567,Ipratropium 250mg,Pulmonary,Inhaler,200mg,97387-158-56,LOT657453,Roche,Oncology Satellite,3879,186,1860,2604,7.24,28083.96,2026-09-17,1789664211018893236,146,20,False,False
RX02568,Budesonide 250mg,Pulmonary,Suspension,400mg,14552-928-98,LOT352586,Sanofi,Pediatrics Satellite,502,62,434,868,19.14,9608.28,2026-10-03,1791046611018893236,162,8,False,False
RX02569,Sertraline 250mg,Psychiatric,Tablet,25mg,13668-482-44,LOT487758,GlaxoSmithKline,Pharmacy Main,93,21,273,294,0.65,60.45,2027-09-02,1819904211018893236,496,4,True,False
RX02570,Escitalopram 250mg,Psychiatric,Capsule,50mg,83887-791-44,LOT623637,AstraZeneca,ICU Satellite,6376,223,3122,3122,1.38,8798.88,2027-04-13,1807635411018893236,354,28,False,False
RX02571,Fluoxetine 250mg,Psychiatric,Injection,100mg,45160-839-91,LOT451800,Eli Lilly,ER Satellite,1644,86,1032,1204,0.9,1479.6,2028-03-08,1836147411018893236,684,19,False,False
RX02572,Quetiapine 250mg,Psychiatric,Oral Solution,250mg,71890-977-44,LOT512119,Amgen,OR Satellite,1476,244,1464,3416,2.17,3202.92,2027-05-31,1811782611018893236,402,6,False,False
RX02573,Haloperidol 250mg,Psychiatric,IV Bag,500mg,46746-229-20,LOT285685,Gilead Sciences,Oncology Satellite,3131,100,400,1400,0.86,2692.66,2027-05-25,1811264211018893236,396,31,False,False
RX02574,Lorazepam 250mg,CNS,Patch,1000mg,11038-686-52,LOT979515,Baxter,Pediatrics Satellite,757,89,267,1246,3.29,2490.53,2027-09-09,1820509011018893236,503,8,False,False
RX02575,Diazepam 250mg,CNS,Inhaler,5mg/mL,34296-878-61,LOT724893,Fresenius Kabi,Pharmacy Main,5019,241,2651,3374,2.5,12547.5,2026-06-07,1780851411018893236,44,20,False,False
RX02576,Midazolam 250mg,CNS,Suspension,10mg/mL,49595-964-67,LOT290551,Hospira,ICU Satellite,805,38,304,532,3.67,2954.35,2027-10-20,1824051411018893236,544,21,False,False
RX02577,Phenytoin 250mg,CNS,Tablet,40mg,27918-345-57,LOT914659,Mylan,ER Satellite,13,30,300,420,3.44,44.72,2028-08-16,1850057811018893236,845,0,True,False
RX02578,Levetiracetam 250mg,CNS,Capsule,80mg,47475-153-95,LOT377633,Teva,OR Satellite,972,185,1295,2590,4.77,4636.44,2026-09-11,1789145811018893236,140,5,True,False
RX02579,Gabapentin 250mg,CNS,Injection,200mg,30632-525-24,LOT415618,Sandoz,Oncology Satellite,4780,168,1008,2352,1.46,6978.8,2026-11-18,1795021011018893236,208,28,False,False
RX02580,Propofol 250mg,Anesthesia,Oral Solution,400mg,69350-680-62,LOT330697,Hikma,Pediatrics Satellite,2530,200,1200,2800,21.19,53610.7,2028-03-14,1836665811018893236,690,12,False,False
RX02581,Ketamine 250mg,Anesthesia,IV Bag,25mg,12368-130-78,LOT776978,Pfizer,Pharmacy Main,1851,170,680,2380,13.21,24451.71,2028-09-24,1853427411018893236,884,10,False,False
RX02582,Succinylcholine 250mg,Anesthesia,Patch,50mg,31890-245-25,LOT183257,Johnson & Johnson,ICU Satellite,1015,177,1947,2478,9.7,9845.5,2028-06-28,1845824211018893236,796,5,True,False
RX02583,Methotrexate 250mg,Oncology,Inhaler,100mg,46811-425-30,LOT319273,Merck,ER Satellite,1829,96,384,1344,75.28,137687.12,2028-10-03,1854205011018893236,893,19,False,False
RX02584,Doxorubicin 250mg,Oncology,Suspension,250mg,76255-916-68,LOT372379,AbbVie,OR Satellite,2288,94,1316,1316,94.05,215186.4,2028-09-12,1852390611018893236,872,24,False,False
RX02585,Paclitaxel 250mg,Oncology,Tablet,500mg,35427-758-30,LOT779587,Bristol-Myers Squibb,Oncology Satellite,2780,70,700,980,127.22,353671.6,2026-04-28,1777395411018893236,4,39,False,False
RX02586,Acyclovir 250mg,Antiviral,Capsule,1000mg,29344-327-66,LOT585280,Novartis,Pediatrics Satellite,708,241,2651,3374,6.58,4658.64,2027-05-04,1809449811018893236,375,2,True,False
RX02587,Oseltamivir 250mg,Antiviral,Injection,5mg/mL,63311-292-34,LOT590765,Roche,Pharmacy Main,1182,117,1053,1638,22.05,26063.1,2027-04-23,1808499411018893236,364,10,False,False
RX02588,Remdesivir 250mg,Antiviral,Oral Solution,10mg/mL,92483-817-55,LOT954894,Sanofi,ICU Satellite,8,2,6,28,861.93,6895.44,2027-12-31,1830272211018893236,616,4,False,False
RX02589,Tacrolimus 250mg,Immunosuppressant,IV Bag,40mg,58167-433-93,LOT644361,GlaxoSmithKline,ER Satellite,1099,41,164,574,84.57,92942.43,2026-04-04,1775321811018893236,-20,26,False,True
RX02590,Mycophenolate 250mg,Immunosuppressant,Patch,80mg,99445-282-26,LOT168904,AstraZeneca,OR Satellite,37,170,510,2380,3.98,147.26,2028-10-07,1854550611018893236,897,0,True,False
RX02591,Calcium Carbonate 250mg,Supplement,Inhaler,200mg,35541-222-64,LOT127755,Eli Lilly,Oncology Satellite,654,81,810,1134,0.26,170.04,2028-01-17,1831741011018893236,633,8,True,False
RX02592,Vitamin D3 250mg,Supplement,Suspension,400mg,38523-881-60,LOT654787,Amgen,Pediatrics Satellite,928,156,1872,2184,0.49,454.72,2028-02-16,1834333011018893236,663,5,True,False
RX02593,Iron Sulfate 250mg,Supplement,Tablet,25mg,36012-224-35,LOT496449,Gilead Sciences,Pharmacy Main,1422,208,2080,2912,0.37,526.14,2026-08-25,1787677011018893236,123,6,True,False
RX02594,Folic Acid 250mg,Supplement,Capsule,50mg,61218-280-13,LOT730123,Baxter,ICU Satellite,1437,161,2254,2254,0.14,201.18,2026-08-14,1786726611018893236,112,8,True,False
RX02595,Potassium Chloride 250mg,Electrolyte,Injection,100mg,58959-730-55,LOT967431,Fresenius Kabi,ER Satellite,1985,167,1002,2338,0.24,476.4,2027-02-25,1803574611018893236,307,11,False,False
RX02596,Sodium Bicarbonate 250mg,Electrolyte,Oral Solution,250mg,93877-809-66,LOT337858,Hospira,OR Satellite,3493,230,1380,3220,0.38,1327.34,2026-08-08,1786208211018893236,106,15,False,False
RX02597,Magnesium Sulfate 250mg,Electrolyte,IV Bag,500mg,10186-394-56,LOT994292,Mylan,Oncology Satellite,1557,181,1991,2534,1.29,2008.53,2027-11-17,1826470611018893236,572,8,True,False
RX02598,Normal Saline 0.9% 250mg,IV Fluid,Patch,1000mg,65944-189-74,LOT467010,Teva,Pediatrics Satellite,1450,123,738,1722,1.75,2537.5,2026-07-20,1784566611018893236,87,11,False,False
RX02599,Lactated Ringer's 250mg,IV Fluid,Inhaler,5mg/mL,82250-570-15,LOT636294,Sandoz,Pharmacy Main,961,250,2250,3500,5.54,5323.94,2026-06-11,1781197011018893236,48,3,True,False
RX02600,Dextrose 5% 250mg,IV Fluid,Suspension,10mg/mL,76278-926-30,LOT970071,Hikma,ICU Satellite,1243,49,490,686,5.31,6600.33,2028-05-24,1842800211018893236,761,25,False,False
RX02601,Albumin 25% 250mg,IV Fluid,Tablet,40mg,26342-259-60,LOT204623,Pfizer,ER Satellite,1561,220,660,3080,84.53,131951.33,2026-06-19,1781888211018893236,56,7,False,False
RX02602,Aspirin 250mg,Analgesic,Capsule,80mg,83174-794-81,LOT762825,Johnson & Johnson,OR Satellite,3462,92,1012,1288,0.27,934.74,2026-10-23,1792774611018893236,182,37,False,False
RX02603,Naproxen 250mg,Analgesic,Injection,200mg,92610-545-43,LOT660078,Merck,Oncology Satellite,2892,248,992,3472,0.48,1388.16,2028-08-05,1849107411018893236,834,11,False,False
RX02604,Celecoxib 250mg,Analgesic,Oral Solution,400mg,44426-234-28,LOT320012,AbbVie,Pediatrics Satellite,3297,222,2220,3108,1.64,5407.08,2026-10-01,1790873811018893236,160,14,False,False
RX02605,Amoxicillin 500mg,Antibiotic,IV Bag,25mg,76631-117-91,LOT211285,Bristol-Myers Squibb,Pharmacy Main,2829,250,1250,3500,2.39,6761.31,2026-08-02,1785689811018893236,100,11,False,False
RX02606,Azithromycin 500mg,Antibiotic,Patch,50mg,97864-978-82,LOT261777,Novartis,ICU Satellite,2392,195,1365,2730,2.25,5382.0,2026-08-14,1786726611018893236,112,12,False,False
RX02607,Ciprofloxacin 500mg,Antibiotic,Inhaler,100mg,63087-158-58,LOT291931,Roche,ER Satellite,3016,185,925,2590,3.85,11611.6,2028-03-30,1838048211018893236,706,16,False,False
RX02608,Doxycycline 500mg,Antibiotic,Suspension,250mg,61067-348-91,LOT928748,Sanofi,OR Satellite,5530,212,1272,2968,1.25,6912.5,2027-03-25,1805993811018893236,335,26,False,False
RX02609,Vancomycin 500mg,Antibiotic,Tablet,500mg,79674-156-44,LOT516095,GlaxoSmithKline,Oncology Satellite,2004,186,744,2604,31.97,64067.88,2028-08-01,1848761811018893236,830,10,False,False
RX02610,Meropenem 500mg,Antibiotic,Capsule,1000mg,73644-785-50,LOT340244,AstraZeneca,Pediatrics Satellite,2259,177,708,2478,30.36,68583.24,2028-07-04,1846342611018893236,802,12,False,False
RX02611,Piperacillin-Tazobactam 500mg,Antibiotic,Injection,5mg/mL,29463-113-94,LOT175221,Eli Lilly,Pharmacy Main,4995,221,884,3094,38.96,194605.2,2028-01-07,1830877011018893236,623,22,False,False
RX02612,Metronidazole 500mg,Antibiotic,Oral Solution,10mg/mL,47594-779-61,LOT340374,Amgen,ICU Satellite,357,58,522,812,0.45,160.65,2028-01-15,1831568211018893236,631,6,True,False
RX02613,Clindamycin 500mg,Antibiotic,IV Bag,40mg,46287-909-70,LOT147220,Gilead Sciences,ER Satellite,2993,148,1332,2072,3.54,10595.22,2026-05-13,1778691411018893236,19,20,False,False
RX02614,Trimethoprim-Sulfamethoxazole 500mg,Antibiotic,Patch,80mg,92078-775-18,LOT486177,Baxter,OR Satellite,1029,94,1128,1316,1.65,1697.85,2026-05-23,1779555411018893236,29,10,True,False
RX02615,Metformin 500mg,Antidiabetic,Inhaler,200mg,98241-450-52,LOT549068,Fresenius Kabi,Oncology Satellite,274,24,96,336,0.47,128.78,2026-05-28,1779987411018893236,34,11,False,False
RX02616,Insulin Glargine 500mg,Antidiabetic,Suspension,400mg,37724-705-51,LOT572760,Hospira,Pediatrics Satellite,46,71,852,994,60.72,2793.12,2028-03-17,1836925011018893236,693,0,True,False
RX02617,Insulin Lispro 500mg,Antidiabetic,Tablet,25mg,10069-930-27,LOT119042,Mylan,Pharmacy Main,2930,142,710,1988,63.99,187490.7,2026-05-10,1778432211018893236,16,20,False,False
RX02618,Glipizide 500mg,Antidiabetic,Capsule,50mg,91625-987-93,LOT620230,Teva,ICU Satellite,445,66,330,924,0.12,53.4,2028-01-21,1832086611018893236,637,6,False,False
RX02619,Sitagliptin 500mg,Antidiabetic,Injection,100mg,36448-685-41,LOT888421,Sandoz,ER Satellite,45,26,130,364,9.98,449.1,2027-01-18,1800291411018893236,269,1,True,False
RX02620,Empagliflozin 500mg,Antidiabetic,Oral Solution,250mg,94838-564-61,LOT138100,Hikma,OR Satellite,5081,185,1665,2590,32.22,163709.82,2027-06-26,1814029011018893236,428,27,False,False
RX02621,Lisinopril 500mg,Antihypertensive,IV Bag,500mg,74297-595-39,LOT183784,Pfizer,Oncology Satellite,3887,146,876,2044,0.14,544.18,2026-05-24,1779641811018893236,30,26,False,False
RX02622,Amlodipine 500mg,Antihypertensive,Patch,1000mg,98467-882-13,LOT582745,Johnson & Johnson,Pediatrics Satellite,3037,206,1030,2884,0.61,1852.57,2027-06-01,1811869011018893236,403,14,False,False
RX02623,Losartan 500mg,Antihypertensive,Inhaler,5mg/mL,72279-764-79,LOT540775,Merck,Pharmacy Main,5697,247,2964,3458,0.69,3930.93,2027-09-04,1820077011018893236,498,23,False,False
RX02624,Metoprolol 500mg,Antihypertensive,Suspension,10mg/mL,50470-307-24,LOT731890,AbbVie,ICU Satellite,1305,92,552,1288,0.5,652.5,2027-12-16,1828976211018893236,601,14,False,False
RX02625,Carvedilol 500mg,Antihypertensive,Tablet,40mg,77173-788-84,LOT767873,Bristol-Myers Squibb,ER Satellite,782,25,200,350,0.4,312.8,2027-01-20,1800464211018893236,271,31,False,False
RX02626,Hydralazine 500mg,Antihypertensive,Capsule,80mg,25866-700-18,LOT469070,Novartis,OR Satellite,477,87,348,1218,0.28,133.56,2026-08-05,1785949011018893236,103,5,False,False
RX02627,Atorvastatin 500mg,Lipid-lowering,Injection,200mg,45689-389-82,LOT771176,Roche,Oncology Satellite,793,217,1736,3038,0.82,650.26,2027-07-20,1816102611018893236,452,3,True,False
RX02628,Rosuvastatin 500mg,Lipid-lowering,Oral Solution,400mg,28386-530-81,LOT586819,Sanofi,Pediatrics Satellite,1965,118,354,1652,0.19,373.35,2028-03-07,1836061011018893236,683,16,False,False
RX02629,Simvastatin 500mg,Lipid-lowering,IV Bag,25mg,75065-510-48,LOT700200,GlaxoSmithKline,Pharmacy Main,1266,103,1133,1442,0.62,784.92,2028-01-20,1832000211018893236,636,12,False,False
RX02630,Omeprazole 500mg,GI,Patch,50mg,65022-935-35,LOT504390,AstraZeneca,ICU Satellite,3687,116,812,1624,0.95,3502.65,2028-09-01,1851440211018893236,861,31,False,False
RX02631,Pantoprazole 500mg,GI,Inhaler,100mg,53335-133-12,LOT526462,Eli Lilly,ER Satellite,3494,229,3206,3206,0.4,1397.6,2026-04-13,1776099411018893236,-11,15,False,True
RX02632,Ondansetron 500mg,GI,Suspension,250mg,14932-702-59,LOT385631,Amgen,OR Satellite,644,64,896,896,2.15,1384.6,2026-10-21,1792601811018893236,180,10,True,False
RX02633,Metoclopramide 500mg,GI,Tablet,500mg,93229-679-93,LOT475488,Gilead Sciences,Oncology Satellite,1527,146,1460,2044,0.26,397.02,2027-06-04,1812128211018893236,406,10,False,False
RX02634,Famotidine 500mg,GI,Capsule,1000mg,16494-811-57,LOT722397,Baxter,Pediatrics Satellite,1425,37,333,518,0.78,1111.5,2026-10-24,1792861011018893236,183,38,False,False
RX02635,Morphine 500mg,Analgesic,Injection,5mg/mL,79339-264-69,LOT533612,Fresenius Kabi,Pharmacy Main,91,121,968,1694,1.77,161.07,2027-03-03,1804093011018893236,313,0,True,False
RX02636,Oxycodone 500mg,Analgesic,Oral Solution,10mg/mL,51158-728-47,LOT649999,Hospira,ICU Satellite,1747,174,1218,2436,5.93,10359.71,2026-11-05,1793897811018893236,195,10,False,False
